timestamp,open,high,low,close,volume,datetime
1783368000000,82.08,83.79,81.68,81.94,128950.068689,2026-07-07 04:00:00+08:00
1783382400000,81.94,82.48,80.95,81.06,102325.86715,2026-07-07 08:00:00+08:00
1783396800000,81.05,81.75,80.47,81.5,87267.794076,2026-07-07 12:00:00+08:00
1783411200000,81.5,81.59,80.75,81.32,124480.845152,2026-07-07 16:00:00+08:00
1783425600000,81.33,82.35,80.51,82.11,171972.637998,2026-07-07 20:00:00+08:00
1783440000000,82.12,82.79,80.77,81.37,107278.751411,2026-07-08 00:00:00+08:00
1783454400000,81.39,81.5,80.33,80.56,59728.890209,2026-07-08 04:00:00+08:00
1783468800000,80.55,80.77,78.22,78.74,201396.538949,2026-07-08 08:00:00+08:00
1783483200000,78.74,78.94,77.81,78.3,136304.962876,2026-07-08 12:00:00+08:00
1783497600000,78.3,78.43,76.9,77.56,183234.742191,2026-07-08 16:00:00+08:00
1783512000000,77.56,77.66,76.28,76.76,152791.963259,2026-07-08 20:00:00+08:00
1783526400000,76.76,77.68,76.76,77.42,83413.048967,2026-07-09 00:00:00+08:00
1783540800000,77.43,77.95,76.93,77.83,47743.788753,2026-07-09 04:00:00+08:00
1783555200000,77.83,78.78,76.72,77.38,121867.809351,2026-07-09 08:00:00+08:00
1783569600000,77.38,78.83,77.2,78.21,112039.576292,2026-07-09 12:00:00+08:00
1783584000000,78.21,78.4,77.32,77.62,80970.779694,2026-07-09 16:00:00+08:00
1783598400000,77.62,78.49,77.35,77.62,162883.57351,2026-07-09 20:00:00+08:00
1783612800000,77.62,78.44,77.25,78.16,65322.573397,2026-07-10 00:00:00+08:00
1783627200000,78.17,78.3,77.78,78.04,31530.421983,2026-07-10 04:00:00+08:00
1783641600000,78.04,79.45,77.8,79.04,108857.678751,2026-07-10 08:00:00+08:00
1783656000000,79.07,79.35,78.74,78.87,58659.365121,2026-07-10 12:00:00+08:00
1783670400000,78.87,79.67,78.8,79.38,87251.034497,2026-07-10 16:00:00+08:00
1783684800000,79.38,79.55,77.08,78.12,325647.723587,2026-07-10 20:00:00+08:00
1783699200000,78.14,78.25,77.34,77.89,64962.612793,2026-07-11 00:00:00+08:00
1783713600000,77.89,78.28,77.72,78.13,35617.428764,2026-07-11 04:00:00+08:00
1783728000000,78.13,78.13,77.48,77.79,43420.278544,2026-07-11 08:00:00+08:00
1783742400000,77.79,78.11,77.6,77.97,29784.355502,2026-07-11 12:00:00+08:00
1783756800000,77.98,78.34,77.66,78.1,58073.758556,2026-07-11 16:00:00+08:00
1783771200000,78.11,78.89,77.95,78.39,77325.492563,2026-07-11 20:00:00+08:00
1783785600000,78.39,78.4,77.66,78.14,69608.029222,2026-07-12 00:00:00+08:00
1783800000000,78.14,78.33,76.78,76.78,79115.72636,2026-07-12 04:00:00+08:00
1783814400000,76.78,77.08,75.64,77.05,130486.609489,2026-07-12 08:00:00+08:00
1783828800000,77.06,77.08,75.86,76.52,69300.108192,2026-07-12 12:00:00+08:00
